headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
field,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
fierce,adjective,B2,,,
fifteen,number,A1,,,
fifth,noun,B1,,,
fifty,number,A1,,,
fight,noun,A1,"News, lifestyles and current affairs",,Relations with other people
fight,verb,B1,,,
fighter,noun,A2,Work and Jobs,,Personal identification
fighting,noun,B2,,,
figurative,adjective,B2,,,
figure,noun,A2,,,
figure,verb,A2,,,
file,noun,A1,Objects and rooms,,
file,verb,B2,,,
filial,adjective,B2,,,
fill,verb,A1,,,
filling,noun,B1,Food and drink,,Food and drink
film,noun,A2,Hobbies and pastimes,,"Free time, entertainment"
film,verb,B1,,,
film-maker,noun,B1,Work and Jobs,,Personal identification
filter,noun,B1,,,
final,adjective,A2,,,
final,noun,A2,,,
finally,adverb,A2,,,
finance,noun,B2,,,Services
finance,verb,B1,,,
financial,adjective,B1,,,
financially,adverb,B2,,,
find,verb,A1,,,
finding,noun,B1,,,
fine,adjective,A1,,,
fine,adverb,B2,,,
fine,noun,B1,,,
fine,verb,B2,,,
finely,adverb,B2,,,
finger,noun,B1,,,Health and body care
fingernail,noun,B2,,,Health and body care
finish,noun,A1,,,
finish,verb,A1,,,
fire,noun,A1,,,
fire,verb,B2,,,
fire brigade,noun,B2,,,Personal identification
fire station,noun,B1,"Things in the town, shops and shopping",,Services
firearm,noun,B2,Objects and rooms,,
firefighter,noun,B1,Work and Jobs,,
fireplace,noun,B2,Objects and rooms,,"House and home, environment"
firework,noun,B1,Hobbies and pastimes,,
firm,adjective,B1,,,
firm,noun,B1,Film,,"Free time, entertainment"
firmly,adverb,B1,,,
firmness,noun,B2,,,
first,adjective,A1,,,
first,adverb,A1,,,
first floor,noun,B1,Objects and rooms,,"House and home, environment"
first lady,noun,B1,,,
first language,noun,B2,,,Language
first name,noun,A2,,,Personal identification
first person,noun,B2,,,Personal identification
first-floor,adjective,B1,,,
firstly,adverb,B2,,,
fiscal,adjective,B2,,,
fish,noun,A1,Food and drink,,Food and drink
fish,verb,B1,,,
fisherman,noun,A2,Work and Jobs,,Personal identification
fishing,noun,A1,Leisure activities,,"Free time, entertainment"
fit,adjective,A2,,,
fit,noun,B2,,,
fit,verb,B1,,,
fitness,noun,B1,Leisure activities,,"Free time, entertainment"
five,number,A1,,,
fix,noun,A2,,,
fix,verb,B1,,,
fixed,adjective,B2,,,
flag,noun,A1,"Things in the town, shops and shopping",,
flame,noun,B2,,,
flap,verb,B2,,,
flash,adjective,B1,,,
flash,noun,B2,,,
flash,verb,B2,,,
flat,adjective,B1,,,
flat,adverb,B2,,,
flat,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
flavor/flavour,noun,B1,Food and drink,,Food and drink
flaw,noun,B2,,,
flawless,adjective,B2,,,
flax,noun,B2,,,
flea,noun,A2,,,
flee,verb,B2,,,
fleet,noun,B2,"News, lifestyles and current affairs",,
flesh,noun,B2,,,
flexibility,noun,B2,,,
flexible,adjective,B2,,,
flexibly,adverb,B2,,,
flight,noun,A2,Ways of travelling,,Travel
flip,verb,B2,,,
float,noun,A2,Ways of travelling,,Travel
float,verb,B1,,,
flock,noun,B1,Collocation,,
flood,noun,A2,"News, lifestyles and current affairs",,Weather
flood,verb,B1,,,
floor,noun,A1,Objects and rooms,,"House and home, environment"
flour,noun,A2,Food and drink,,Food and drink
flow,noun,B1,,,
flow,verb,B1,,,
flower,noun,A1,,,
flu,noun,B1,Travel and services vocab,,Health and body care
fluency,noun,B2,,,
fluent,adjective,B1,,,
fluently,adverb,B1,,,
fluid,adjective,B2,,,
flunk,verb,B1,Education,,
flute,noun,B1,,,
flutter,noun,B2,,,
fly,noun,A1,Ways of travelling,,
fly,verb,A1,,,
focus,noun,B2,,,
focus,verb,A1,,,
fog,noun,A2,,,Weather
foggy,adjective,A1,,,
fold,noun,B1,,,
fold,verb,B1,,,
folder,noun,A2,,,
folk,noun,B1,Food and drink,Objects and rooms,Food and drink
follow,verb,A2,,,
follower,noun,B2,,,
following,adjective,A1,,,
following,preposition,B2,,,
folly,noun,B2,,,
fond,adjective,B1,,,
fondly,adverb,B2,,,
fondness,noun,B1,,,
food,noun,A1,Food and drink,,Food and drink
fool,noun,A2,,,
fool,verb,B1,,,
foolish,adjective,B1,,,
foolishly,adverb,B2,,,
foot,noun,B1,,,Health and body care
football,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
footballer,noun,A2,,,Personal identification
footnote,noun,B2,Books and literature,,
for,conjunction,A2,,,
for,preposition,A1,,,
forbid,verb,A2,,,
forbidden,adjective,B1,,,
force,noun,A2,,,
force,verb,B2,,,
forcefully,adverb,B2,,,
forecast,noun,B1,,,
forehead,noun,B1,,,
foreign,adjective,A1,,,
foreigner,noun,A1,,,Personal identification
foreman,noun,B2,Work and Jobs,,Personal identification
foresee,verb,B2,,,
forest,noun,A2,,,"House and home, environment"
forestry,noun,B2,,,
forever,adverb,A2,,,
forget,verb,A1,,,
forgive,verb,B1,,,
fork,noun,A2,,,Shopping
form,noun,A1,,,
form,verb,B1,,,
formal,adjective,B1,,,
formally,adverb,B1,,,
format,noun,B1,,,
format,verb,B1,,,
formation,noun,B2,,,
former,adjective,B1,,,
formerly,adverb,B2,,,
formidable,adjective,B2,,,
formula,noun,B1,Education,,
forth,adverb,B1,,,
forthcoming,adjective,B2,,,
fortnight,noun,B1,,,
fortunate,adjective,B1,,,
fortunately,adverb,A2,,,
fortune,noun,A2,Shopping,,
forty,number,A1,,,
forward,adverb,A2,,,
foul,adjective,B2,,,
found,verb,B2,,,
foundation,noun,B1,,,
fountain,noun,B1,"Things in the town, shops and shopping",,Places
four,number,A1,,,
fourteen,number,A1,,,
fox,noun,B2,,,
fragment,noun,B1,,,
fragrance,noun,B2,,,
frame,noun,A2,,,
frame,verb,B2,,,
frank,adjective,A2,,,
frankly,adverb,B2,,,
frantically,adverb,B2,,,
fraud,noun,B2,,,
freak,verb,B2,,,
free,adjective,A1,,,
free,adverb,A2,,,
free,verb,B2,,,
freedom,noun,A2,,,
freely,adverb,B1,,,
freeze,verb,A2,,,
freezer,noun,B1,Objects and rooms,,"House and home, environment"
freezing,adjective,B1,,,
frequency,noun,B1,,,
frequent,adjective,B1,,,
frequently,adverb,B1,,,
fresh,adjective,A2,,,
freshman,noun,B1,Education,,Personal identification
Friday,noun,A1,,,
fridge,noun,A2,,,"House and home, environment"
fried,adjective,A2,,,
friend,noun,A1,Personal information,,Relations with other people
friendliness,noun,B1,Personal information,,Relations with other people
friendly,adjective,B2,,,
friendship,noun,A2,Personal information,,Relations with other people
frigate,noun,B2,Education,,
fright,noun,B1,,,
frighten,verb,A2,,,
frightened,adjective,A2,,,
frightening,adjective,A2,,,
frog,noun,A1,,,
from,preposition,A1,,,
front,adjective,A1,,,
front,noun,A2,,,
frontier,noun,B2,Nationalities and countries,,
frost,noun,B1,,,Weather
frozen,adjective,B1,,,
frugal,adjective,B2,,,
fruit,noun,A1,Food and drink,,Food and drink
frustrated,adjective,B1,,,
frustration,noun,B1,,,
fry,noun,A2,,,
fry,verb,B1,,,
frying pan,noun,B1,Objects and rooms,,Shopping
fuel,noun,B1,"News, lifestyles and current affairs",,
fulfill/fulfil,verb,B2,,,
full,adjective,A1,,,
full stop,noun,B1,,,
full-time,adjective,B1,,,
full-time,adverb,B1,,,
fully,adverb,A2,,,
fume,noun,B2,,,
fun,adjective,A1,,,
fun,noun,A1,"Adjectives: personality, description, feelings",,
function,noun,B1,,,
function,verb,A2,,,
functional,adjective,B2,,,
functionality,noun,B2,,,
fund,noun,B1,"News, lifestyles and current affairs",,
fund,verb,B1,,,
fundamental,adjective,B2,,,
funeral,noun,B1,,,Daily life
funk,noun,B2,,,
funky,adjective,B2,,,
funny,adjective,A1,,,
fur,noun,B1,Clothes,,Shopping
furious,adjective,B2,,,
furiously,adverb,B2,,,
furnish,verb,B1,,,
furniture,noun,A2,Objects and rooms,,"House and home, environment"
furor/furore,noun,B2,,,
further,adjective,A2,,,
further,adverb,B1,,,
furthermore,adverb,B1,,,
furthest,adverb,B1,,,
fuss,noun,B1,,,
future,adjective,B1,,,
future,noun,A1,,,
gaiety,noun,B2,,,
gain,noun,B1,,,
gain,verb,B1,,,
gall,noun,B1,Travel and services vocab,,
gallery,noun,A2,"Things in the town, shops and shopping",,Services
gallon,noun,B1,,,
gambling,noun,B2,,,
game,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
gang,noun,B2,,,Personal identification
gangster,noun,B2,"News, lifestyles and current affairs",,
gap,noun,B1,,,
garage,noun,A2,,,"House and home, environment"
garbage,noun,A1,Objects and rooms,,"House and home, environment"
garden,noun,A1,Objects and rooms,,"House and home, environment"
gardener,noun,B2,Work and Jobs,,Personal identification
gardening,noun,B1,Hobbies and pastimes,Work and Jobs,"Free time, entertainment"
garlic,noun,A2,,,Food and drink
garment,noun,B1,Clothes,,
gas,noun,A2,"Things in the town, shops and shopping",,Services
gasp,noun,B2,,,
gate,noun,A2,Objects and rooms,,"House and home, environment"
gateway,noun,B2,Objects and rooms,,"House and home, environment"
gather,verb,A2,,,
gaudy,adjective,B2,,,
gay,adjective,B1,,,
gaze,noun,B2,,,
gear,noun,B2,,,
gee,interjection,B1,,,
gender,noun,A2,Education,,Personal identification
gene,noun,B1,Education,,
general,adjective,B1,,,
general,noun,B1,"News, lifestyles and current affairs",,
generalization/generalisation,noun,B2,,,
generalize/generalise,verb,B2,,,
generally,adverb,B1,,,
generate,verb,B1,,,
generation,noun,A2,,,
generosity,noun,B2,,,
generous,adjective,B1,,,
generously,adverb,B2,,,
genetic,adjective,B1,,,
genetically,adverb,B1,,,
genetics,noun,B1,Education,,Education
genius,noun,B2,,,
genre,noun,B2,Arts,,"Free time, entertainment"
gentle,adjective,A2,,,
gentleman,noun,B1,,,Personal identification
gently,adverb,B2,,,
genuine,adjective,B2,,,
genuinely,adverb,B2,,,
geographic,adjective,B2,,,
geographical,adjective,B1,,,
geography,noun,B1,Education,,Education
geology,noun,B1,Education,,Education
germ,noun,B2,,,
gesture,noun,B1,,,
get,verb,A1,,,
getaway,noun,B2,,,
ghetto,noun,B2,Education,,
ghost,noun,A1,,,
giant,adjective,B1,,,
gift,noun,A1,Objects and rooms,,Shopping
gifted,adjective,B1,,,
giggle,noun,B1,,,
ginger,noun,B1,Food and drink,,Food and drink
giraffe,noun,B1,,,
girl,noun,A1,,,Personal identification
girlfriend,noun,A1,Personal information,,Personal identification
give,verb,A1,,,
giveaway,noun,B2,,,
given,adjective,A2,,,
glacis,noun,B2,,,
glad,adjective,A1,,,
glamorous/glamourous,adjective,B2,,,
glance,noun,B1,,,
glance,verb,B1,,,
glare,noun,B2,,,
glass,noun,A1,Objects and rooms,,Shopping
glasses,noun,A1,Objects and rooms,,"House and home, environment"
gleam,noun,B2,,,
glee,noun,B2,,,
glide,noun,B1,,,
glimpse,noun,B1,,,
glint,noun,B1,,,
global,adjective,B1,,,
global warming,noun,B2,,,
globally,adverb,B2,,,
globe,noun,A2,,,
glocal,adjective,B2,,,
gloomy,adjective,B2,,,
glorify,verb,B2,,,
glorious,adjective,B1,,,
glory,noun,B1,,,
glove,noun,A2,Clothes,,Shopping
glow,noun,B2,,,
go,noun,B1,,,
go,verb,A1,,,
goal,noun,A1,,,"Free time, entertainment"
goalkeeper,noun,B1,Work and Jobs,Leisure activities,Personal identification
goat,noun,B2,,,
god,noun,B2,Books and literature,,
goddess,noun,B1,Books and literature,,
godly,adjective,B2,,,
gold,adjective,A1,,,
gold,noun,A2,,,
golden,adjective,A2,,,
golf,noun,A2,,,"Free time, entertainment"
golfer,noun,B1,Work and Jobs,Leisure activities,Personal identification
good,adjective,A1,,,
good,noun,B2,,,
good afternoon,interjection,A1,,,
good morning,interjection,A1,,,
good night,interjection,A1,,,
good-looking,adjective,A2,,,
goodness,interjection,B1,,,
goods,noun,B1,Objects and rooms,,Shopping
goodwill,noun,B2,,,
gook,noun,B2,Idiomatic expressions,,
gorge,noun,B2,,,
gorgeous,adjective,B1,,,
gorilla,noun,B1,,,
gossip,noun,B1,Media,,"Free time, entertainment"
gossip,verb,B2,,,
govern,verb,B1,,,
government,noun,A2,"Things in the town, shops and shopping",,Relations with other people
governmental,adjective,B2,,,
governor,noun,B1,"Things in the town, shops and shopping",,Personal identification
gown,noun,B1,Clothes,,Shopping
grab,verb,B1,,,
grace,noun,A2,,,
graceful,adjective,B1,,,
gracefulness,noun,B2,,,
grade,noun,A1,,,Education
grade,verb,B2,,,
gradual,adjective,B2,,,
gradually,adverb,A2,,,
graduate,noun,B1,Education,,Education
graduate,verb,A2,,,
graduation,noun,B1,Education,,Education
grain,noun,B2,Food and drink,,Food and drink
gram/gramme,noun,A2,,,
grammar,noun,A1,Education,,Education
grand,adjective,B2,,,
grandchild,noun,A2,,,Personal identification
granddad,noun,A2,,,Personal identification
granddaughter,noun,A2,,,Personal identification
grandfather,noun,A1,Family life,,Personal identification
grandma,noun,A1,Family life,,Personal identification
grandmother,noun,A1,Family life,,Personal identification
grandpa,noun,A1,Family life,,Personal identification
grandparent,noun,A1,Family life,,Personal identification
grandson,noun,A2,,,Personal identification
granny,noun,A2,,,
grant,noun,B1,,,
grant,verb,B1,,,
grape,noun,A1,Food and drink,,Food and drink
graph,noun,B1,Education,,
graphic,adjective,B1,,,
graphically,adverb,B2,,,
graphics,noun,B1,,,
grasp,noun,B2,,,
grass,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
grateful,adjective,A2,,,
gratitude,noun,B1,,,
grave,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
gravestone,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
gravitation,noun,B2,,,
gravy,noun,B1,,,
gray/grey,adjective,A1,Colours,,
gray/grey,noun,A1,Colours,,
great,adjective,A1,,,
greatly,adverb,A2,,,
greatness,noun,B2,,,
greedy,adjective,A2,,,
green,adjective,A1,Colours,,
green,noun,A2,,,
greenhouse,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
greet,verb,A1,,,
greeting,noun,B1,,,
grief,noun,B2,,,
grieve,verb,B2,,,
grill,noun,B1,Objects and rooms,,Shopping
grill,verb,B1,,,
grilled,adjective,A2,,,
grim,adjective,B2,,,
grin,noun,B2,,,
grip,noun,B2,,,
grip,verb,B2,,,
grocery store,noun,A2,,,
groom,noun,B1,Family life,,
gross,adjective,B2,,,
ground,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
ground floor,noun,B1,Objects and rooms,,"House and home, environment"
group,noun,A1,,,Relations with other people
group,verb,B1,,,
grouping,noun,B1,,,
grow,verb,A1,,,
growing,adjective,B2,,,
grown-up,adjective,B2,,,
grown-up,noun,B2,,,
growth,noun,B1,,,
guarantee,noun,B1,,,
guarantee,verb,B2,,,
guard,noun,A2,Work and Jobs,,Personal identification
guard,verb,B2,,,
guerrilla,noun,B2,"News, lifestyles and current affairs",,
guess,noun,B1,,,
guess,verb,A1,,,
guest,noun,A1,,,Relations with other people
guidance,noun,B1,Education,,
guide,noun,B1,Travel and services vocab,,Personal identification
guide,verb,B1,,,
guidebook,noun,A2,,,
guideline,noun,B2,"News, lifestyles and current affairs",,
guilt,noun,B1,"News, lifestyles and current affairs",,
guilty,adjective,B1,,,
guitar,noun,A1,Objects and rooms,,"Free time, entertainment"
guitarist,noun,B1,Work and Jobs,,Personal identification
gulp,noun,B2,,,
gum,noun,B2,,,Food and drink
gun,noun,A2,,,
gunshot,noun,B2,,,
guts,noun,B2,,,Food and drink
guy,noun,A1,,,Personal identification
gym,noun,B1,"Things in the town, shops and shopping",,"Free time, entertainment"
gymnastic,adjective,B2,,,
gymnastics,noun,B1,Education,,Education
habit,noun,A1,Personal information,,Personal identification
habitant,noun,B2,Personal information,,
habitat,noun,B1,Education,,
had,have-verb,A1,,,
hail,verb,B2,,,
hair,noun,A1,Personal information,,Health and body care
haircut,noun,A1,,,Services
hairdresser,noun,B1,Work and Jobs,,Personal identification
hairdryer,noun,B1,Objects and rooms,,Shopping
hairy,adjective,B2,,,
half,adverb,B1,,,
half,determiner,A2,,,
half,noun,A1,,,
half,pronoun,A2,,,
half-price,adjective,A2,,,
half-price,adverb,A2,,,
hall,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
ham,noun,A2,,,Food and drink
hamburger,noun,A1,Food and drink,,Food and drink
hammer,noun,B1,Objects and rooms,,Shopping
hammer,verb,B2,,,
hand,noun,A1,,,Health and body care
hand,verb,A2,,,
handbag,noun,A2,Shopping,Clothes,Shopping
handball,noun,B1,Leisure activities,,"Free time, entertainment"
hand-held,adjective,B1,,,
handicap,noun,B2,,,
handicapped,adjective,A2,,,
handicraft,noun,B2,,,
handkerchief,noun,B1,Objects and rooms,,Shopping
handle,noun,A2,,,
handle,verb,B1,,,
handout,noun,B2,,,
handrail,noun,B2,Objects and rooms,,
handshake,noun,B1,,,
handsome,adjective,A1,,,
handwriting,noun,B1,Education,,Education
handy,adjective,B1,,,
hang,noun,B2,,,
hang,verb,B1,,,
hanging,adjective,B1,,,
happen,verb,A1,,,
happily,adverb,A2,,,
happiness,noun,A2,,,
happy,adjective,A1,,,
harbor/harbour,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
hard,adjective,A1,,,
hard,adverb,A1,,,
hard drive,noun,B2,,,
hardly,adverb,A2,,,
hardship,noun,B1,,,
hardware,noun,B2,,,
hard-working,adjective,B1,,,
harm,noun,B2,,,
harm,verb,A2,,,
harmful,adjective,A2,,,
harmless,adjective,B2,,,
harmony,noun,A2,,,
harness,noun,B1,,,
harrow,noun,B2,,,
harvest,noun,A2,,,
has,have-verb,A1,,,
haste,noun,B2,,,
hastily,adverb,B2,,,
hasty,adjective,B1,,,
hat,noun,A1,Clothes,,Shopping
hatch,noun,B1,,,
hatching,noun,B2,Arts,,"Free time, entertainment"
hate,noun,B1,,,
hate,verb,A2,,,
hatred,noun,B1,,,
haunt,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
haunt,verb,B2,,,
haunting,adjective,B2,,,
have,have-verb,A1,,,
have to,modal auxiliary,A1,,,
haven,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
hay,noun,B2,,,
hazard,noun,B1,,,
hazardous,adjective,B2,,,
he,pronoun,A1,,,
head,noun,A1,,,Health and body care
head,verb,A2,,,
headache,noun,A1,Travel and services vocab,,Health and body care
headline,noun,B1,Media,,"Free time, entertainment"
headphone,noun,A2,Objects and rooms,,"Free time, entertainment"
headquarters,noun,B2,"Things in the town, shops and shopping",,Services
headteacher,noun,A2,,,Personal identification
heal,verb,B1,,,
healing,adjective,B1,,,
health,noun,A1,Travel and services vocab,,Health and body care
health care,noun,B2,,,
healthy,adjective,A1,,,
heap,noun,B2,,,
heap,verb,B2,,,
hear,verb,A1,,,
hearing,noun,B1,,,
heart,noun,A1,,,Health and body care
heart attack,noun,B1,,,
heartbreaking,adjective,B2,,,
hearted,adjective,B1,,,
heartwarming/heart-warming,adjective,B2,,,
hearty,adjective,B1,,,
heat,noun,A2,,,
heat,verb,B1,,,
heater,noun,B1,Objects and rooms,,"House and home, environment"
heating,noun,A2,Objects and rooms,,"House and home, environment"
heaven,noun,B1,,,
heavenly,adjective,B1,,,
heavily,adverb,A2,,,
heavy,adjective,A1,,,
hedge,noun,B2,,,
heel,noun,B1,Clothes,,Shopping
height,noun,B1,,,
helicopter,noun,B2,Ways of travelling,,Travel
hell,noun,B2,,,
hello,noun,A1,,,
helmet,noun,B1,Clothes,,Shopping
help,noun,A2,,,
help,verb,A1,,,
helper,noun,B2,,,Personal identification
helpful,adjective,A2,,,
helpless,adjective,B1,,,
hemp,noun,B2,,,
